"Settlement amount is too large.","Settlement amount is too large.",module,Magento_Braintree
"Cannot provide a billing address unless also providing a credit card.","Cannot provide a billing address unless also providing a credit card.",module,Magento_Braintree
"Cannot refund a transaction with a suspended merchant account.","Cannot refund a transaction with a suspended merchant account.",module,Magento_Braintree
"Merchant account does not support refunds.","Merchant account does not support refunds.",module,Magento_Braintree
"Cannot refund a transaction transaction in settling status on this merchant account. Try again after the transaction has settled.","Cannot refund a transaction transaction in settling status on this merchant account. Try again after the transaction has settled.",module,Magento_Braintree
"PayPal is not enabled for your merchant account.","PayPal is not enabled for your merchant account.",module,Magento_Braintree
"Partial settlements are not supported by this processor.","Partial settlements are not supported by this processor.",module,Magento_Braintree
"Cannot submit for partial settlement.","Cannot submit for partial settlement.",module,Magento_Braintree
"Transaction can not be voided if status of a PayPal partial settlement child transaction is settlement_pending.","Transaction can not be voided if status of a PayPal partial settlement child transaction is settlement_pending.",module,Magento_Braintree
"Too many concurrent attempts to refund this transaction. Try again later.","Too many concurrent attempts to refund this transaction. Try again later.",module,Magento_Braintree
"Too many concurrent attempts to void this transaction. Try again later.","Too many concurrent attempts to void this transaction. Try again later.",module,Magento_Braintree
"Braintree","Braintree",module,Magento_Braintree
"Accept credit/debit cards and PayPal in your Magento store.<br/>No setup or monthly fees and your customers never leave your store to complete the purchase.","Accept credit/debit cards and PayPal in your Magento store.<br/>No setup or monthly fees and your customers never leave your store to complete the purchase.",module,Magento_Braintree
"Enable this Solution","Enable this Solution",module,Magento_Braintree
"Enable PayPal through Braintree","Enable PayPal through Braintree",module,Magento_Braintree
"Vault Enabled","Vault Enabled",module,Magento_Braintree
"Basic Braintree Settings","Basic Braintree Settings",module,Magento_Braintree
"Title","Title",module,Magento_Braintree
"Environment","Environment",module,Magento_Braintree
"Payment Action","Payment Action",module,Magento_Braintree
"Merchant ID","Kauppias-ID",module,Magento_Braintree
"Public Key","Julkinen avain",module,Magento_Braintree
"Private Key","Yksityinen avain",module,Magento_Braintree
"Advanced Braintree Settings","Advanced Braintree Settings",module,Magento_Braintree
"Vault Title","Vault otsikko",module,Magento_Braintree
"Merchant Account ID","Kauppiastilin ID",module,Magento_Braintree
"Advanced Fraud Protection","Edistynut petosten suojaus",module,Magento_Braintree
"Kount Merchant ID","Kount-kauppiastunnus",module,Magento_Braintree
"Debug","Vianselvitys",module,Magento_Braintree
"CVV Verification","CVV tarkastus",module,Magento_Braintree
"Credit Card Types","Luottokorttityypit",module,Magento_Braintree
"Sort Order","Järjestys",module,Magento_Braintree
"Country Specific Settings","Maakohtaiset asetukset",module,Magento_Braintree
"Payment from Applicable Countries","Maksu mahdollisista maista",module,Magento_Braintree
"Payment from Specific Countries","Maksu tietyistä maista",module,Magento_Braintree
"Country Specific Credit Card Types","Maakohtaiset luottokorttityypit",module,Magento_Braintree
"PayPal through Braintree","PayPal Braintreen kautta",module,Magento_Braintree
"Override Merchant Name","Ohita kauppiaan nimi",module,Magento_Braintree
"Require Customer's Billing Address","Vaadi asiakkaan laskutusosoite",module,Magento_Braintree
"Allow to Edit Shipping Address Entered During Checkout on PayPal Side","Salli vaihtaa lähetysosoite checkoutissa paypalpuolella",module,Magento_Braintree
"Display on Shopping Cart","Näytä ostoskorissa",module,Magento_Braintree
"Skip Order Review","Ohita tilauksen katselu",module,Magento_Braintree
"3D Secure Verification Settings","3D turvallista todentamista asetukset",module,Magento_Braintree
"3D Secure Verification","3D turvallista todentamista",module,Magento_Braintree
"Threshold Amount","Raja-arvo",module,Magento_Braintree
"Verify for Applicable Countries","Tarkista soveltuviin maihin",module,Magento_Braintree
"Verify for Specific Countries","Tarkista tiettyihin maihin",module,Magento_Braintree
"Dynamic Descriptors","Dynaaminen kuvaukset",module,Magento_Braintree
"Name","Nimi",module,Magento_Braintree
"Phone","Puhelin",module,Magento_Braintree
"URL","URL",module,Magento_Braintree
"CVV is required.","CVV is required.",module,Magento_Braintree
"CVV must be 4 digits for American Express and 3 digits for other card types.","CVV on oltava 4 numeroa American Express ja 3 numeroa muissa korteissa.",module,Magento_Braintree
"Expiration date is required.","Expiration date is required.",module,Magento_Braintree
"Expiration date is invalid.","Expiration date is invalid.",module,Magento_Braintree
"Expiration year is invalid. It must be between 1975 and 2201.","Expiration vuosi on virheellinen. Pitää olla vuosina1975-2201.",module,Magento_Braintree
"Expiration month is invalid.","Expiration month is invalid.",module,Magento_Braintree
"Expiration year is invalid.","Expiration year is invalid.",module,Magento_Braintree
"Credit card number is required.","Credit card number is required.",module,Magento_Braintree
"Credit card number is invalid.","Credit card number is invalid.",module,Magento_Braintree
"Credit card number must be 12-19 digits.","Credit card number must be 12-19 digits.",module,Magento_Braintree
"Cardholder name is too long.","Cardholder name is too long.",module,Magento_Braintree
"CVV verification failed.","CVV tarkistaminen epäonnistui.",module,Magento_Braintree
"Postal code verification failed.","Postinumeron tarkistus epäonnistui.",module,Magento_Braintree
"Credit card number is prohibited.","Luottokorttinumero on kielletty.",module,Magento_Braintree
"Addresses must have at least one field filled in.","Osoitteessa on oltava vähintään yksi kenttä täytetty.",module,Magento_Braintree
"Company is too long.","Company is too long.",module,Magento_Braintree
"Extended address is too long.","Extended address is too long.",module,Magento_Braintree
"First name is too long.","First name is too long.",module,Magento_Braintree
"Last name is too long.","Last name is too long.",module,Magento_Braintree
"Locality is too long.","Locality is too long.",module,Magento_Braintree
"Postal code is required.","Postal code is required.",module,Magento_Braintree
"Postal code may contain no more than 9 letter or number characters.","Postal code may contain no more than 9 letter or number characters.",module,Magento_Braintree
"Region is too long.","Region is too long.",module,Magento_Braintree
"Street address is required.","Street address is required.",module,Magento_Braintree
"Street address is too long.","Street address is too long.",module,Magento_Braintree
"Postal code can only contain letters, numbers, spaces, and hyphens.","Postal code can only contain letters, numbers, spaces, and hyphens.",module,Magento_Braintree
"US state codes must be two characters to meet PayPal Seller Protection requirements.","Yhdysvaltain valtion on oltava kaksi merkkiä täyttää PayPal myyjän vaatimukset.",module,Magento_Braintree
"Incomplete PayPal account information.","Epätäydellinen PayPal tilin tiedot.",module,Magento_Braintree
"Invalid PayPal account information.","Virheellinen PayPal tilin tiedot.",module,Magento_Braintree
"PayPal Accounts are not accepted by this merchant account.","Kauppa-tili ei hyväksynyt PayPal tilit.",module,Magento_Braintree
"Billing address format is invalid.","Laskutus muoto ei kelpaa.",module,Magento_Braintree
"Country name is not an accepted country.","Country name is not an accepted country.",module,Magento_Braintree
"Country code is not accepted. Please contact the store administrator.","Maakoodia ei hyväksytä. Ota yhteyttä kaupan administratoriin.",module,Magento_Braintree
"Provided country information is inconsistent.","Antamasi maa informaatio on ristiriitainen.",module,Magento_Braintree
"Customer has already reached the maximum of 50 addresses.","Asiakas on jo saavuttanut enintään 50 edellistä osoitetta.",module,Magento_Braintree
"Address is invalid. Please contact the store administrator.","Osoite ei kelpaa. Ota yhteyttä kaupan administratoriin.",module,Magento_Braintree
"Error communicating with PayPal.","Virhe yhteydessä PayPal.",module,Magento_Braintree
"PayPal authentication expired.","PayPal todentaminen vanhentunut.",module,Magento_Braintree
"Error executing PayPal order.","Virhe suoritettaessa PayPal tilaus.",module,Magento_Braintree
"Error executing PayPal billing agreement.","Virhe suoritettaessa PayPal laskutus sopimuksen.",module,Magento_Braintree
"Apply filters in order to get results. Only first 100 records will be displayed in the grid, you will be able to download full version of the report in .csv format.","Suodata, jotta saat tuloksia. Vain ensimmäiset 100 tietueet näytetään ruudukossa voit voi ladata koko version raportin .csv-muodossa.",module,Magento_Braintree
"Select...","Valitse...",module,Magento_Braintree
"Status","Tila",module,Magento_Braintree
"Transaction Type","Tapahtumatyyppi",module,Magento_Braintree
"Payment Type","Maksutapa",module,Magento_Braintree
"PayPal Payment ID","PayPal-maksutunnus",module,Magento_Braintree
"Created At","Luontiaika",module,Magento_Braintree
"Transaction ID","Tapahtuman ID",module,Magento_Braintree
"Order ID","Tilausnumero",module,Magento_Braintree
"Type","Tyyppi",module,Magento_Braintree
"Amount","Summa",module,Magento_Braintree
"Settlement Code","Maksuvaraus koodi",module,Magento_Braintree
"Settlement Response Text","Maksuvaraus vastaus teksti",module,Magento_Braintree
"Refund Ids","Hyvitykset id:t",module,Magento_Braintree
"Settlement Batch ID","Maksuvaraus Erätunnus ID",module,Magento_Braintree
"Currency","Valuutta",module,Magento_Braintree
"Country","Maa",module,Magento_BraintreeTwo
"Allowed Credit Card Types","Sallitut luottokorttityypit",module,Magento_BraintreeTwo
"Add Rule","Lisää sääntö",module,Magento_BraintreeTwo
"Braintree Settlement Report","Braintree-maksuraportti",module,Magento_BraintreeTwo
"Sorry, but something went wrong","Pahoittelut, jotain meni pieleen",module,Magento_BraintreeTwo
"We can\'t initialize checkout.","Emme voi vahvistaa ostosta.",module,Magento_BraintreeTwo
"No authorization transaction to proceed capture.","Ei vahvistettua maksua jotta ostos voidaan vahvistaa.",module,Magento_BraintreeTwo
"Braintree error response.","Puusilmä virhevastaus.",module,Magento_BraintreeTwo
"Payment method nonce can\'t be retrieved.","Makustapaa ei voida valita.",module,Magento_BraintreeTwo
"Wrong transaction status","Väärä maksun tila",module,Magento_BraintreeTwo
"Authorize","Valtuuta",module,Magento_BraintreeTwo
"Authorize and Capture","Valtuuta ja talteenota",module,Magento_BraintreeTwo
"--Please Select--","---Valitse---",module,Magento_BraintreeTwo
"Please agree to all the terms and conditions before placing the order.","Kaikki ehdot tulee hyväksyä ennen tilauksen tekemistä.",module,Magento_BraintreeTwo
"Paypal account","PayPal-tili",module,Magento_BraintreeTwo
"Coinbase account","Coinbase-tili",module,Magento_BraintreeTwo
"Europe bank account","Eurooppalainen pankkitili",module,Magento_BraintreeTwo
"Credit card","Luottokortti",module,Magento_BraintreeTwo
"Apple pay card","Apple-maksukortti",module,Magento_BraintreeTwo
"Android pay card","Android-maksukortti",module,Magento_BraintreeTwo
"Authorization expired","Valtuutus umpeutunut",module,Magento_BraintreeTwo
"Authorizing","Varmentaa",module,Magento_BraintreeTwo
"Authorized","Valtuutettu",module,Magento_BraintreeTwo
"Gateway rejected","Yhteyskanava katkennut",module,Magento_BraintreeTwo
"Failed","Epäonnistui",module,Magento_BraintreeTwo
"Processor declined","Prosessi katkennut",module,Magento_BraintreeTwo
"Settled","Ratkaistu",module,Magento_BraintreeTwo
"Settling","Settling",module,Magento_BraintreeTwo
"Submitted for settlement","Vahivstettu maksuun",module,Magento_BraintreeTwo
"Voided","Mitätöity",module,Magento_BraintreeTwo
"Unrecognized","Määrittelemätön",module,Magento_BraintreeTwo
"Settlement declined","Maksuvaraus hylätty",module,Magento_BraintreeTwo
"Settlement pending","Selvitys vireillä",module,Magento_BraintreeTwo
"Settlement confirmed","Maksuvaraus hyväksytty",module,Magento_BraintreeTwo
"Sale","Alennusmyynti",module,Magento_BraintreeTwo
"Credit","Saldo",module,Magento_BraintreeTwo
"Credit Card Type","Luottokorttityyppi",module,Magento_BraintreeTwo
"Credit Card Number","Luottokortin numero",module,Magento_BraintreeTwo
"Please, enter valid Credit Card Number","Anna kelvollinen luottokortin numero",module,Magento_BraintreeTwo
"Expiration Date","Viimeinen voimassaolopäivä",module,Magento_BraintreeTwo
"Please, enter valid Expiration Date","Anna kelvollinen vanhentumispäivä",module,Magento_BraintreeTwo
"Card Verification Number","Luottokortin tarkistenumero",module,Magento_BraintreeTwo
"Please, enter valid Card Verification Number","Anna kelvollinen luottokortin tarkistenumero",module,Magento_BraintreeTwo
"ending","päättyy",module,Magento_BraintreeTwo
"expires","vanhenee",module,Magento_BraintreeTwo
"Credit Card Information","Luottokorttitiedot",module,Magento_BraintreeTwo
"What is this?","Mikä tämä on?",module,Magento_BraintreeTwo
"Save for later use.","Tallenna myöhempää käyttöä varten.",module,Magento_BraintreeTwo
"Place Order","Osta ja maksa",module,Magento_BraintreeTwo
"This payment is not available","Tämä maksutapa ei ole saatavilla",module,Magento_BraintreeTwo
"MM","KK",module,Magento_BraintreeTwo
"YY","VV",module,Magento_BraintreeTwo
"Please try again with another form of payment.","Koita uudelleen toisella maksutavalla.",module,Magento_BraintreeTwo
"Sorry, but something went wrong.","Pahoittelut, jotain meni pieleen.",module,Magento_BraintreeTwo
"BraintreeTwo","BraintreeTwo",module,Magento_BraintreeTwo
"&nbsp;","&nbsp;",module,Magento_BraintreeTwo
"Enable this Solution","Ota lisäosa käyttöön",module,Magento_BraintreeTwo
"Enable PayPal through Braintree","PayPal Braintreen kautta",module,Magento_BraintreeTwo
"Basic BraintreeTwo Settings","Perus BraintreeTwo asetukset",module,Magento_BraintreeTwo
"Title","Otsikko",module,Magento_BraintreeTwo
"Environment","Ympäristö",module,Magento_BraintreeTwo
"Payment Action","Maksutoiminto",module,Magento_BraintreeTwo
"Merchant ID","Kauppias-ID",module,Magento_BraintreeTwo
"Public Key","Julkinen avain",module,Magento_BraintreeTwo
"Private Key","Yksityinen avain",module,Magento_BraintreeTwo
"Advanced Braintree Settings","Kehittynyt Braintree asetukset",module,Magento_BraintreeTwo
"Merchant Account ID","Kauppiastilin ID",module,Magento_BraintreeTwo
"Advanced Fraud Protection","Edistynut petosten suojaus",module,Magento_BraintreeTwo
"Kount Merchant ID","Kount-kauppiastunnus",module,Magento_BraintreeTwo
"Debug","Vianselvitys",module,Magento_BraintreeTwo
"CVV Verification","CVV-tarkastus",module,Magento_BraintreeTwo
"Credit Card Types","Luottokorttityypit",module,Magento_BraintreeTwo
"Sort Order","Selvitä tilaus",module,Magento_BraintreeTwo
"Country Specific Settings","Maakohtaiset asetukset",module,Magento_BraintreeTwo
"Payment from Applicable Countries","Maksu mahdollisista maista",module,Magento_BraintreeTwo
"Payment from Specific Countries","Maksu mahdollisista maista",module,Magento_BraintreeTwo
"Country Specific Credit Card Types","Maakohtaiset luottokorttityypit",module,Magento_BraintreeTwo
"PayPal through Braintree","PayPal Braintreen kautta",module,Magento_BraintreeTwo
"Override Merchant Name","Ohita kauppiaan nimi",module,Magento_BraintreeTwo
"Require Customer's Billing Address","Vaadi asiakkaan laskutusosoite",module,Magento_BraintreeTwo
"Allow to Edit Shipping Address Entered During Checkout on PayPal Side","Salli vaihtaa lähetysosoite checkoutissa paypalpuolella",module,Magento_BraintreeTwo
"Display on Shopping Cart","Näytä ostoskorissa",module,Magento_BraintreeTwo
"3D Secure Verification Settings","3D Secure Verification Settings",module,Magento_BraintreeTwo
"3D Secure Verification","3D Secure Verification",module,Magento_BraintreeTwo
"Threshold Amount","Threshold Amount",module,Magento_BraintreeTwo
"Verify for Applicable Countries","Verify for Applicable Countries",module,Magento_BraintreeTwo
"Verify for Specific Countries","Verify for Specific Countries",module,Magento_BraintreeTwo
"Apply filters in order to get results. Only first 100 records will be displayed in the grid, you will be able to download full version of the report in .csv format.","Apply filters in order to get results. Only first 100 records will be displayed in the grid, you will be able to download full version of the report in .csv format.",module,Magento_BraintreeTwo
"Select...","Valitse...",module,Magento_BraintreeTwo
"Status","Tila",module,Magento_BraintreeTwo
"Transaction Type","Transaction Type",module,Magento_BraintreeTwo
"PayPal Payment ID","PayPal-maksutunnus",module,Magento_BraintreeTwo
"Transaction ID","Maksun ID",module,Magento_BraintreeTwo
"Order ID","Tilausnumero",module,Magento_BraintreeTwo
"Payment Type","Maksun tyyppi",module,Magento_BraintreeTwo
"Type","Tyyppi",module,Magento_BraintreeTwo
"Created At","Luotu",module,Magento_BraintreeTwo
"Amount","Summa",module,Magento_BraintreeTwo
"Settlement Code","Settlement Code",module,Magento_BraintreeTwo
"Settlement Response Text","Settlement Response Text",module,Magento_BraintreeTwo
"Refund Ids","Refund Ids",module,Magento_BraintreeTwo
"Settlement Batch ID","Settlement Batch ID",module,Magento_BraintreeTwo
"Currency","Valuutta",module,Magento_BraintreeTwo
"Percent Discount","Alennusprosentti",module,Magento_Bundle
"-- Select --","-- Valitse --",module,Magento_Bundle
"Dynamic","Dynaaminen",module,Magento_Bundle
"Fixed","Kiinteä",module,Magento_Bundle
"Create New Option","Luo uusi vaihtoehto",module,Magento_Bundle
"Bundle Items","Pakettituotteet",module,Magento_Bundle
"Add Products to Option","Tuotteiden lisääminen ryhmään",module,Magento_Bundle
"Close","Sulje",module,Magento_Bundle
"Delete Option","Delete Option",module,Magento_Bundle
"What are you looking for?","Mitä olet etsimässä?",module,Magento_Bundle
"ID","Tunnus",module,Magento_Bundle
"Product","Tuote",module,Magento_Bundle
"SKU","Tuotenro",module,Magento_Bundle
"Price","Hinta",module,Magento_Bundle
"Delete","Poista",module,Magento_Bundle
"Use Default Value","Käytä oletusarvoa",module,Magento_Bundle
"There is no defined renderer for ""%1"" option type.","There is no defined renderer for ""%1"" option type.",module,Magento_Bundle
"This is implemented for bundle products only.","This is implemented for bundle products only.",module,Magento_Bundle
"The product with the ""%1"" SKU isn't a bundle product.","The product with the ""%1"" SKU isn't a bundle product.",module,Magento_Bundle
"The bundle product can't contain another composite product.","The bundle product can't contain another composite product.",module,Magento_Bundle
"The product link needs an ID field entered. Enter and try again.","The product link needs an ID field entered. Enter and try again.",module,Magento_Bundle
"The product link with the ""%1"" ID field wasn't found. Verify the ID and try again.","The product link with the ""%1"" ID field wasn't found. Verify the ID and try again.",module,Magento_Bundle
"Could not save child: ""%1""","Could not save child: ""%1""",module,Magento_Bundle
"Product with specified sku: ""%1"" does not contain option: ""%2""","Product with specified sku: ""%1"" does not contain option: ""%2""",module,Magento_Bundle
"Child with specified sku: ""%1"" already assigned to product: ""%2""","Child with specified sku: ""%1"" already assigned to product: ""%2""",module,Magento_Bundle
"The bundle product doesn't exist. Review your request and try again.","The bundle product doesn't exist. Review your request and try again.",module,Magento_Bundle
"The option that was requested doesn't exist. Verify the entity and try again.","The option that was requested doesn't exist. Verify the entity and try again.",module,Magento_Bundle
"The option couldn't be saved.","The option couldn't be saved.",module,Magento_Bundle
"""%fieldName"" is required. Enter and try again.","""%fieldName"" is required. Enter and try again.",module,Magento_Bundle
"The option with ""%1"" ID can't be deleted.","The option with ""%1"" ID can't be deleted.",module,Magento_Bundle
"Price Range","Hintahaarukka",module,Magento_Bundle
"As Low as","Alkaen",module,Magento_Bundle
"Together","Yhdessä",module,Magento_Bundle
"Separately","Erikseen",module,Magento_Bundle
"Please specify product option(s).","Please specify product option(s).",module,Magento_Bundle
"The options you selected are not available.","The options you selected are not available.",module,Magento_Bundle
"The required options you selected are not available.","The required options you selected are not available.",module,Magento_Bundle
"Please select all required options.","Please select all required options.",module,Magento_Bundle
"We can't add this item to your shopping cart right now.","Tätä tuotetta ei voida lisätä ostoskoriisi juuri nyt.",module,Magento_Bundle
"N/A","Ei tietoa",module,Magento_Bundle
"Percent","Percent",module,Magento_Bundle
"We can't save custom-defined options for bundles with dynamic pricing.","We can't save custom-defined options for bundles with dynamic pricing.",module,Magento_Bundle
"Cancel","Peruuta",module,Magento_Bundle
"Add Selected Products","Lisää valitut tuotteet",module,Magento_Bundle
"Add Option","Add Option",module,Magento_Bundle
"New Option","New Option",module,Magento_Bundle
"Option Title","Option Title",module,Magento_Bundle
"Default Title","Default Title",module,Magento_Bundle
"Store View Title","Kauppanäkymän otsikko",module,Magento_Bundle
"Input Type","Input Type",module,Magento_Bundle
"Drop-down","Pudotusvalikko",module,Magento_Bundle
"Radio Buttons","Valintanapit",module,Magento_Bundle
"Checkbox","Valintaruutu",module,Magento_Bundle
"Multiple Select","Multiple Select",module,Magento_Bundle
"Required","Required",module,Magento_Bundle
"Is Default","Oletus",module,Magento_Bundle
"Name","Nimi",module,Magento_Bundle
"Default Quantity","Default Quantity",module,Magento_Bundle
"User Defined","User Defined",module,Magento_Bundle
"Price Type","Hintatyyppi",module,Magento_Bundle
"None","Ei mikään",module,Magento_Bundle
"Quantity:","Määrä:",module,Magento_Bundle
"Choose a selection...","Choose a selection...",module,Magento_Bundle
"Ship Bundle Items","Ship Bundle Items",module,Magento_Bundle
"Position","Sijainti",module,Magento_Bundle
"There are no products in this option.","There are no products in this option.",module,Magento_Bundle
"Default","Oletus",module,Magento_Bundle
"Ordered","Tilattu",module,Magento_Bundle
"Invoiced","Laskutettu",module,Magento_Bundle
"Shipped","Lähetetty",module,Magento_Bundle
"Refunded","Hyvitetty",module,Magento_Bundle
"Canceled","Peruutettu",module,Magento_Bundle
"As low as","Alkaen",module,Magento_Bundle
"Regular Price","Normaalihinta",module,Magento_Bundle
"From","Alkaen",module,Magento_Bundle
"To","Asti",module,Magento_Bundle
"Buy %1 with %2 discount each","Buy %1 with %2 discount each",module,Magento_Bundle
"Go back to product details","Palaa tuotetietoihin",module,Magento_Bundle
"Customize and Add to Cart","Muokkaa ja lisää ostoskoriin",module,Magento_Bundle
"* Required Fields","* Pakolliset kentät",module,Magento_Bundle
"Your Customization","Your Customization",module,Magento_Bundle
"Availability","Saatavuus",module,Magento_Bundle
"In stock","Varastossa",module,Magento_Bundle
"Out of stock","Ei varastossa",module,Magento_Bundle
"Summary","Yhteenveto",module,Magento_Bundle
"%1 x %2","%1 x %2",module,Magento_Bundle
"Availability:","Saatavuus:",module,Magento_Bundle
"Quantity","Määrä",module,Magento_Bundle
"Customize %1","Customize %1",module,Magento_Bundle
"No options of this product are available.","No options of this product are available.",module,Magento_Bundle
"Gift Message","Lahjaviesti",module,Magento_Bundle
"From:","Alkaen:",module,Magento_Bundle
"To:","Asti:",module,Magento_Bundle
"Message:","Viesti:",module,Magento_Bundle
"Product Name","Tuotenimi",module,Magento_Bundle
"Subtotal","Välisumma",module,Magento_Bundle
"Discount Amount","Alennuksen määrä",module,Magento_Bundle
"Row Total","Rivin summa",module,Magento_Bundle
"Qty Invoiced","Laskutettu määrä",module,Magento_Bundle
"Qty Shipped","Lähetetty määrä",module,Magento_Bundle
"Add Products to New Option","Add Products to New Option",module,Magento_Bundle
"Add Products to Option ""%1""","Tuotteiden lisääminen vaihtoehto ”%1”",module,Magento_Bundle
"Select...","Valitse...",module,Magento_Bundle
"Status","Tila",module,Magento_Bundle
"Thumbnail","Pienoiskuva",module,Magento_Bundle
"Type","Tyyppi",module,Magento_Bundle
"Special Price","Tarjoushinta",module,Magento_Bundle
"Unique constraint violation found","Yksilöllinen rajoite rikkomus löytyi",module,Magento_BundleStaging
"Cancel","Peruuta",module,Magento_BundleStaging
"Add Selected Products","Lisää valitut tuotteet",module,Magento_BundleStaging
"Add Products to Option","Tuotteiden lisääminen ryhmään",module,Magento_BundleStaging
"Select...","Valitse...",module,Magento_BundleStaging
"Status","Tila",module,Magento_BundleStaging
"ID","Tunnus",module,Magento_BundleStaging
"Thumbnail","Pienoiskuva",module,Magento_BundleStaging
"Name","Nimi",module,Magento_BundleStaging
"Type","Tyyppi",module,Magento_BundleStaging
"SKU","Tuotenro",module,Magento_BundleStaging
"Quantity","Määrä",module,Magento_BundleStaging
"Price","Hinta",module,Magento_BundleStaging
"Always","Aina",module,Magento_Captcha
"After number of attempts to login","Kirjautumisyritysmäärän jälkeen",module,Magento_Captcha
"Provided form does not exist","Annettua lomaketta ei ole olemassa",module,Magento_Captcha
"Incorrect CAPTCHA","Virheellinen CAPTCHA",module,Magento_Captcha
"Incorrect CAPTCHA.","Virheellinen CAPTCHA.",module,Magento_Captcha
"The account is locked. Please wait and try again or contact %1.","Tili on lukittu. Odota hetki ja yritä uudelleen tai ota yhteyttä %1.",module,Magento_Captcha
"Please enter the letters and numbers from the image","Kirjoita kuvassa näkyvät kirjaimet ja numerot",module,Magento_Captcha
"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Huomio</strong>: Captchassa kirjainkoolla on väliä.",module,Magento_Captcha
"Reload captcha","Uudelleenlataa CAPTCHA",module,Magento_Captcha
"Please type the letters and numbers below","Kirjoita alapuolella olevat kirjaimet",module,Magento_Captcha
"Attention: Captcha is case sensitive.","Huomio: Captchassa kirjainkoolla on väliä.",module,Magento_Captcha
"CAPTCHA","CAPTCHA",module,Magento_Captcha
"Enable CAPTCHA in Admin","Ota CAPTCHA käyttöön hallintasivulla",module,Magento_Captcha
"Font","Fontti",module,Magento_Captcha
"Forms","Lomakkeet",module,Magento_Captcha
"Displaying Mode","Näyttötila",module,Magento_Captcha
"Number of Unsuccessful Attempts to Login","Epäonnistuneiden kirjautumisyritysten määrä",module,Magento_Captcha
"If 0 is specified, CAPTCHA on the Login form will be always available.","Jos 0 on määritetty, kirjautumislomakkeen CAPTCHA on aina saatavilla.",module,Magento_Captcha
"CAPTCHA Timeout (minutes)","CAPTCHA-aikakatkaisu (minuutteina)",module,Magento_Captcha
"Number of Symbols","Merkkien määrä",module,Magento_Captcha
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Määritä enintään 8 symbolia. Valintaväli hyväksytään (esimerkiksi 3-5)",module,Magento_Captcha
"Symbols Used in CAPTCHA","CAPTCHAssa käytetyt merkit",module,Magento_Captcha
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.",module,Magento_Captcha
"Case Sensitive","Kirjainkoolla on väliä",module,Magento_Captcha
"Enable CAPTCHA on Storefront","Ota CAPTCHA käyttöön kaupan etusivulla",module,Magento_Captcha
"CAPTCHA for ""Create user"" and ""Forgot password"" forms is always enabled if chosen.","Jos valittu, CAPTCHA on aina käytössä lomakkeilla ""Luo käyttäjä"" ja ""Unohditko salasanasi"".",module,Magento_Captcha
"Root","Juuri",module,Magento_Catalog
"Delete","Poista",module,Magento_Catalog
"Save","Tallenna",module,Magento_Catalog
"Use Config Settings","Käytä kokoonpanon asetuksia",module,Magento_Catalog
"Use All Available Attributes","Käytä kaikkia käytettävissä olevia attribuutteja",module,Magento_Catalog
"ID","Tunnus",module,Magento_Catalog
"Name","Nimi",module,Magento_Catalog
"SKU","Tuotenro",module,Magento_Catalog
"Visibility","Näkyvyys",module,Magento_Catalog
"Status","Tila",module,Magento_Catalog
"Price","Hinta",module,Magento_Catalog
"Position","Sijainti",module,Magento_Catalog
"Add Subcategory","Lisää alakategoria",module,Magento_Catalog
"Add Root Category","Lisää juurikategoria",module,Magento_Catalog
"Day","Päivä",module,Magento_Catalog
"Month","Kuukausi",module,Magento_Catalog
"Year","Vuosi",module,Magento_Catalog
"<label class=""label""><span>from</span></label>","<label class=""label""> <span>alkaen</span></label>",module,Magento_Catalog
"<label class=""label""><span>to</span></label>","<label class=""label""><span>asti</span></label>",module,Magento_Catalog
"[GLOBAL]","[GLOBAALI]",module,Magento_Catalog
"[WEBSITE]","[SIVUSTO]",module,Magento_Catalog
"[STORE VIEW]","[KAUPPANÄKYMÄ]",module,Magento_Catalog
"WYSIWYG Editor","WYSIWYG-editori",module,Magento_Catalog
"Add Product","Lisää tuote",module,Magento_Catalog
"label","nimike",module,Magento_Catalog
"Product Attributes","Tuotteen attribuutit",module,Magento_Catalog
"Add New Attribute","Lisää uusi attribuutti",module,Magento_Catalog
"Cancel","Peruuta",module,Magento_Catalog
"Save Attribute","Lisää attribuutti",module,Magento_Catalog
"Save in New Attribute Set","Tallenna uusi attribuuttiryhmä",module,Magento_Catalog
"Enter Name for New Attribute Set","Syötä nimi uudelle atribuuttiryhmälle",module,Magento_Catalog
"Save and Continue Edit","Tallenna ja jatka muokkaamista",module,Magento_Catalog
"Delete Attribute","Poista attribuutti",module,Magento_Catalog
"Edit Product Attribute ""%1""","Muokkaa tuoteattribuuttia ""%1""",module,Magento_Catalog
"New Product Attribute","Uusi tuoteattribuutti",module,Magento_Catalog
"Advanced Attribute Properties","Edistyneet määritteen ominaisuudet",module,Magento_Catalog
"Attribute Code","Määritteen koodi",module,Magento_Catalog
